total_order_cnt,paid_order_cnt,refund_order_cnt,total_gmv,paid_amount,refund_amount,net_paid_amount,avg_order_value,pay_order_rate,refund_order_rate,refund_amount_rate
28010,18955,5646,2995760.61,1902487.15,572335.92,1330151.23,100.37,0.6767,0.2016,0.3008
